has_left,business_travel,department,education,education_field,employee_id,job_level,job_role,monthly_income,percent_salary_hike,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_hours_per_day,std_hours_daily,std_hours_monthly,total_days_worked,overtime_ratio
0,1,R&D,3,Other,3277,1,Scientist,34520,11,10,3,10,0,7,3,3,3,2,3,7.683185990338163,0.2833630725269837,0.0584689093048348,230,0.117391304347826
1,1,R&D,3,Other,3278,2,Scientist,43170,17,40,2,31,13,8,4,2,3,3,3,8.926272749042145,0.2987703242590147,0.0897625838320039,232,1.0
0,1,Sales,4,Marketing,3279,1,Scientist,26320,13,7,3,2,2,2,4,3,3,4,3,7.792069383794275,0.2840181452160197,0.0642579235680396,229,0.2096069868995633
0,1,Sales,1,Marketing,3280,2,LabTech,46680,18,8,2,4,0,2,4,4,3,3,3,10.50888773148148,0.2805615859554114,0.0607306719291053,240,1.0
1,1,R&D,4,Medical,3281,2,SalesExec,32040,16,5,4,2,2,1,3,3,2,2,3,6.24961041954818,0.2879685292341027,0.0534974463482613,241,0.0
0,1,R&D,3,LifeSci,3282,2,HealthRep,27200,14,8,3,5,0,4,3,2,3,3,3,6.590610200364299,0.2961814477332861,0.0545617203205757,244,0.0
0,1,R&D,1,Medical,3283,2,MfgDir,171810,14,14,2,14,6,8,3,3,3,2,3,7.996312382297551,0.2883392030685745,0.0770978255053868,236,0.4957627118644068
0,2,Sales,3,Marketing,3284,3,MfgDir,22380,14,10,3,1,0,0,1,3,3,3,3,6.904626113455227,0.3139505014426735,0.0540881447002192,237,0.0
0,1,R&D,3,Tech,3285,2,ResearchDir,14830,13,12,3,0,0,0,3,4,2,3,3,9.370607856810786,0.2995522152055572,0.0652091830578523,239,1.0
0,1,R&D,4,LifeSci,3286,1,ResearchDir,56050,12,1,2,1,0,0,2,3,3,3,3,6.598810511756571,0.2883105671971825,0.0604834007025799,241,0.0
0,1,R&D,2,Medical,3287,2,SalesRep,72950,15,10,3,9,7,8,2,2,2,3,3,7.614132241215574,0.2978660223401414,0.0459902852415586,234,0.0897435897435897
0,2,Sales,3,Medical,3288,2,Scientist,23060,19,13,5,4,1,2,1,1,2,3,3,7.583628618113912,0.2840740206216215,0.0692783206219679,238,0.0504201680672268
0,2,R&D,4,LifeSci,3289,3,LabTech,23480,14,6,3,5,1,3,3,4,3,3,3,6.900036730945821,0.2909924916926391,0.0644503836510308,242,0.0
1,1,Sales,2,LifeSci,3290,2,HealthRep,89980,14,9,2,9,7,7,3,4,4,4,3,6.285461744639376,0.296065092287291,0.0667149517722538,228,0.0
1,1,HR,3,Tech,3291,4,MfgDir,43190,11,12,3,9,7,3,3,4,2,4,3,6.378344346549192,0.2967662182134076,0.0582256686956516,227,0.0
0,1,R&D,2,Medical,3292,2,HealthRep,61320,13,22,3,4,1,0,2,1,3,2,3,7.298232738911752,0.308976948508912,0.058185201514347,243,0.0205761316872428
0,1,Sales,4,Medical,3293,2,Manager,33460,21,9,2,9,0,8,3,4,3,2,4,10.48479406130268,0.3004769406393442,0.0474467594838795,232,1.0
0,1,R&D,3,Medical,3294,1,ResearchDir,108550,13,17,2,8,1,6,3,3,4,3,3,7.007824675324675,0.2912249095435845,0.0773122780917266,231,0.0
0,1,Sales,2,Tech,3295,1,SalesExec,22310,12,8,3,8,7,5,2,2,3,2,3,9.899078884078884,0.288707350714864,0.0771621163145492,231,1.0
0,1,Sales,5,LifeSci,3296,4,Scientist,23230,17,4,2,3,0,2,3,3,1,3,3,6.877794540229885,0.3062912495057609,0.0571225747717457,232,0.0
1,2,R&D,4,Other,3297,1,SalesExec,20240,23,8,2,8,1,7,3,3,3,3,4,8.024657287157286,0.3152891384110693,0.0748299373782082,231,0.5108225108225108
0,0,Sales,3,Tech,3298,1,SalesExec,27130,11,0,2,0,0,0,4,4,2,3,3,7.299756944444445,0.2651466578682542,0.0646914828030299,232,0.0043103448275862
0,1,Sales,3,Medical,3299,3,Scientist,94390,15,29,0,20,4,17,1,3,2,3,3,6.110529770276606,0.3260719972433822,0.0549382337107248,237,0.0
0,1,Sales,5,Medical,3300,1,SalesExec,25660,11,10,3,5,2,3,4,2,2,3,3,6.288274231678487,0.3040569924610918,0.0639806352477133,235,0.0
0,1,R&D,3,Medical,3301,1,LabTech,199260,11,6,5,4,0,1,1,1,2,4,3,6.398666197843413,0.2955159454076105,0.0531291428683931,237,0.0
0,1,R&D,4,LifeSci,3302,3,LabTech,24510,13,9,3,9,0,8,1,1,3,2,3,5.992264775413712,0.3082363217620336,0.0663611625700428,235,0.0
0,1,Sales,4,Medical,3303,2,Manager,94190,24,6,5,6,1,1,3,1,2,2,4,6.915613526570049,0.3035788582582356,0.0836197191939377,230,0.0
0,1,Sales,4,Marketing,3304,3,Manager,86860,13,18,2,18,4,11,2,4,2,3,3,9.690696818613484,0.3131994892164901,0.0567347876125359,234,1.0
0,1,R&D,4,Medical,3305,4,SalesExec,30380,20,8,3,5,0,3,2,4,2,3,4,7.827509220839096,0.291795172161786,0.052058420129494,241,0.2489626556016597
0,2,R&D,5,Medical,3306,5,SalesRep,30580,14,10,2,5,0,3,2,4,2,3,3,6.400223192624939,0.327166799400194,0.0645152776186991,229,0.0
0,1,Sales,3,Marketing,3307,4,SalesExec,23250,18,35,1,5,0,4,1,4,3,4,3,10.413876518218624,0.3144236300282749,0.060091868452984,247,1.0
0,1,R&D,5,Tech,3308,2,HealthRep,20880,15,18,2,5,0,2,4,1,3,3,3,8.501261574074075,0.2986914245424407,0.0687579026355968,240,0.9458333333333332
0,1,Sales,3,Marketing,3309,1,HR,30720,12,9,4,5,1,3,3,3,2,1,3,6.597560226155358,0.2896994412265063,0.0688871461141869,226,0.0
0,2,R&D,1,LifeSci,3310,2,LabTech,50060,16,31,2,9,0,0,3,4,3,3,3,7.587263418079097,0.3144684380748249,0.0632602443280786,236,0.0932203389830508
0,1,Sales,2,LifeSci,3311,4,LabTech,42570,15,9,2,1,0,0,4,3,3,3,3,6.080773979107312,0.322719708351956,0.08078373163936,234,0.0
0,1,R&D,4,LifeSci,3312,1,HealthRep,25000,16,6,3,5,0,4,2,4,3,3,3,6.343983918128655,0.2961609059197879,0.0609674222592051,228,0.0
0,1,R&D,2,LifeSci,3313,1,SalesRep,11020,19,4,3,2,2,2,4,4,1,2,3,6.520177595628415,0.295578104566231,0.0870961157087958,244,0.0
0,1,R&D,3,Medical,3314,1,LabTech,104530,11,10,2,3,0,2,1,4,2,3,3,10.969163292847504,0.2984910385278166,0.0668839175710735,247,1.0
0,2,Sales,4,LifeSci,3315,2,LabTech,22880,16,8,4,2,2,2,2,4,3,2,3,7.997912632549562,0.2957964147320832,0.0418105938141378,241,0.5228215767634855
0,1,R&D,3,Other,3316,2,Scientist,39290,24,6,6,5,0,3,1,1,3,2,4,7.627617880485528,0.3061947647100688,0.0432395476498464,238,0.0966386554621848
0,1,Sales,3,LifeSci,3317,1,LabTech,23110,11,5,2,5,0,3,3,1,3,3,3,10.406759637188207,0.2846011940974837,0.0826580623687063,245,1.0
0,1,R&D,2,LifeSci,3318,1,HealthRep,31400,13,17,2,17,5,15,4,3,3,2,3,8.786719187675072,0.2752569611268208,0.0618143030527243,238,1.0
1,2,Sales,2,Marketing,3319,1,LabTech,36900,13,10,2,10,7,8,4,2,2,4,3,9.962005029721078,0.3283712902568917,0.0538874132042797,243,1.0
0,0,R&D,3,LifeSci,3320,1,SalesExec,44500,13,4,3,3,0,2,4,4,3,3,3,7.890476694915254,0.3017617084775901,0.0643611662888866,236,0.3389830508474576
0,1,Sales,3,Marketing,3321,4,Scientist,27560,12,5,2,5,0,3,3,1,4,3,3,7.8078167641325535,0.287226755705137,0.0420505380014382,228,0.2105263157894736
0,1,Sales,3,Tech,3322,2,SalesRep,190330,18,7,5,4,0,2,3,1,3,3,3,7.488967911877394,0.280106907491285,0.0606205398258054,232,0.043103448275862
0,0,R&D,5,Tech,3323,2,HealthRep,187220,22,6,3,5,3,4,1,4,2,3,4,7.586379184861717,0.3119061097670428,0.0781957218773935,229,0.1091703056768559
0,2,R&D,5,Medical,3324,1,Scientist,95470,13,10,3,10,5,3,2,2,3,2,3,6.822150500910747,0.3080583776400084,0.0729989923789083,244,0.0
0,1,Sales,2,Medical,3325,1,SalesExec,137340,13,3,3,2,1,2,2,2,3,4,3,7.0055765639589165,0.3013551963504731,0.0465248235994585,238,0.0042016806722689
0,1,R&D,1,Tech,3326,2,Scientist,199990,23,17,6,5,1,3,3,4,2,3,4,9.61358806404658,0.3188169399442879,0.0718679835763368,229,1.0
0,1,R&D,3,LifeSci,3327,3,SalesExec,22790,12,8,3,6,0,2,4,4,3,3,3,10.097124463519313,0.2966274424590471,0.0703696009213641,233,1.0
1,1,Sales,3,Marketing,3328,3,LabTech,59160,12,5,2,3,0,2,2,3,3,3,3,9.3763463356974,0.2996573482852369,0.0786482653920401,235,1.0
0,1,R&D,3,LifeSci,3329,1,SalesRep,20890,16,28,2,2,2,2,1,4,3,2,3,6.390003591954022,0.2985833728524307,0.0659012733263686,232,0.0
0,1,R&D,3,LifeSci,3330,3,HealthRep,167920,12,16,3,13,4,8,4,2,3,4,3,7.074260828625235,0.3011588830936567,0.0527237093895085,236,0.0
0,2,R&D,4,LifeSci,3331,3,HR,35640,11,10,1,5,0,0,3,4,3,1,3,7.370625285779607,0.2927869209959324,0.0501205669504961,243,0.0082304526748971
0,1,R&D,1,Medical,3332,1,SalesExec,44250,22,33,2,12,3,8,4,4,3,4,4,6.700677591817759,0.3264818971074508,0.0315891340473926,239,0.0
0,2,R&D,3,Medical,3333,1,LabTech,52650,11,12,4,5,2,2,4,4,2,3,3,7.623434012615236,0.2990572163667097,0.0701433816814026,229,0.1048034934497816
0,1,Sales,4,Marketing,3334,3,ResearchDir,65530,15,8,2,7,7,7,3,4,3,3,3,10.684698017519594,0.3077357589158235,0.0626932360682645,241,1.0
0,0,R&D,5,Medical,3335,2,Scientist,62610,12,10,1,10,0,9,1,2,3,3,3,8.35173582295989,0.2993355827628474,0.0760824203563784,241,0.8796680497925311
0,0,R&D,3,Medical,3336,1,LabTech,42980,20,31,6,31,14,7,1,1,3,3,4,6.632049768518518,0.3110936096723525,0.0603875746828882,240,0.0
0,1,R&D,3,Other,3337,3,HR,68040,14,13,3,5,0,4,4,4,3,2,3,6.913459595959596,0.3100448803896836,0.0672601996255392,231,0.0
0,1,Sales,3,LifeSci,3338,2,MfgDir,38150,11,7,3,4,0,3,4,2,4,3,3,9.403011204481794,0.3114350008561767,0.0642455563635256,238,1.0
1,1,R&D,1,Medical,3339,1,LabTech,27410,15,1,5,1,0,1,1,4,1,2,3,10.006964769647697,0.2971696738058854,0.0818702157103295,246,1.0
0,1,R&D,4,LifeSci,3340,4,HealthRep,66730,12,8,2,4,0,3,1,4,3,4,3,6.388003902662994,0.2872597355189191,0.0720270085274723,242,0.0
0,1,R&D,2,LifeSci,3341,2,MfgDir,76390,14,8,6,8,7,1,2,1,3,3,3,9.783470402717128,0.2884073559099827,0.0687499631073392,229,1.0
0,1,Sales,5,LifeSci,3342,1,Scientist,23280,11,4,3,4,0,2,1,4,3,3,3,6.395218599033816,0.3220715071495495,0.0564634374663205,230,0.0
1,2,Sales,2,Tech,3343,1,SalesExec,21530,11,3,3,1,0,0,4,4,2,3,3,10.47176268861454,0.319428749046964,0.0532909945345552,243,1.0
0,1,Sales,4,Marketing,3344,2,SalesExec,48760,16,4,4,1,0,0,1,2,4,3,3,6.597585009578544,0.2981573127497091,0.0729770917831166,232,0.0
1,1,R&D,3,Medical,3345,2,SalesExec,93960,12,2,6,2,0,2,3,3,2,1,3,7.086974248927038,0.2857212919290583,0.0427576448301499,233,0.0
1,1,R&D,3,Medical,3346,2,SalesExec,104000,13,1,2,1,0,0,4,4,2,3,3,7.891711618257261,0.2889757719069668,0.0426015998426499,241,0.3734439834024896
0,1,R&D,4,Medical,3347,1,LabTech,84740,14,17,3,16,4,11,3,4,2,3,3,10.330182186234818,0.3081672158803552,0.0502211054655197,247,1.0
0,1,R&D,3,LifeSci,3348,2,MfgDir,99810,21,3,3,3,1,2,4,4,2,3,4,8.500371513488798,0.3000915999290983,0.0475859942485692,243,0.9670781893004116
1,1,R&D,4,LifeSci,3349,1,LabTech,124900,13,4,3,3,0,2,2,3,4,3,3,9.8010101010101,0.3144203142438063,0.0891040447248905,231,1.0
1,1,R&D,3,LifeSci,3350,2,SalesExec,26570,11,10,3,7,1,0,2,4,2,4,3,10.40173314339981,0.3139811218460629,0.0614498031425873,234,1.0
0,1,R&D,3,LifeSci,3351,3,Manager,135910,20,6,2,2,2,2,3,3,3,3,4,7.7038185654008435,0.3050343380297348,0.0858706148754075,237,0.1561181434599156
1,1,R&D,4,LifeSci,3352,4,HR,66960,11,8,3,2,2,2,4,1,1,3,3,10.708079297245964,0.3242379838807897,0.0755383678761048,234,1.0
0,1,R&D,3,Medical,3353,1,Scientist,20580,14,1,5,1,0,0,2,3,3,3,3,7.710114657210402,0.3071736579125325,0.0734154122018226,235,0.1702127659574468
0,1,R&D,2,Tech,3354,2,HR,88650,11,1,0,1,1,0,2,2,3,3,3,7.693657596371882,0.3383545264782333,0.0660658900869413,245,0.1836734693877551
0,1,Sales,1,Tech,3355,2,HR,59400,16,10,2,5,0,3,3,3,3,2,3,6.924135939036382,0.3219722531021357,0.0755968694207131,226,0.0088495575221238
0,1,Sales,3,Marketing,3356,1,SalesExec,59140,16,6,4,3,0,2,3,1,3,3,3,10.556096986817328,0.2977738773681995,0.0607876872722005,236,1.0
0,1,R&D,4,LifeSci,3357,1,Scientist,26220,23,24,3,6,0,4,3,2,3,3,4,8.330816924519457,0.2945294073427377,0.0920192147729525,237,0.8523206751054853
0,1,Sales,3,LifeSci,3358,1,SalesRep,121850,14,13,2,7,5,2,2,3,4,3,3,6.079077916090364,0.3309067706991322,0.0662031701900869,241,0.0
0,1,R&D,1,LifeSci,3359,3,HealthRep,106090,22,10,3,10,0,7,4,4,1,3,4,10.389594374709436,0.3001800905040239,0.0571883112758479,239,1.0
0,1,R&D,2,LifeSci,3360,2,SalesExec,43450,15,29,3,26,1,7,1,2,2,2,3,7.004710743801653,0.31453069347737,0.066410363296613,242,0.0
0,1,R&D,4,Medical,3361,1,Scientist,21770,18,13,4,0,0,0,4,3,2,3,3,6.721184640522876,0.3040934407848121,0.0493694085541451,238,0.0
0,0,R&D,2,Tech,3362,2,SalesExec,27930,16,9,4,9,0,0,4,3,2,3,3,7.05925608011445,0.2882024527221187,0.0591357619788016,233,0.0
0,1,HR,4,Tech,3363,1,SalesExec,79180,12,8,3,6,0,1,2,4,3,2,3,6.510334541062802,0.2916948759466934,0.0530519664518547,230,0.0
0,1,Sales,3,Other,3364,2,SalesExec,87890,11,15,4,15,5,11,4,1,3,3,3,7.084607984607985,0.2951377069773072,0.0672100184660299,231,0.0
0,0,Sales,3,Marketing,3365,1,LabTech,23890,12,5,4,3,0,2,3,2,3,2,3,7.071233424782808,0.291153958109303,0.0630251905048457,243,0.0
1,1,R&D,2,LifeSci,3366,1,SalesExec,32120,15,1,3,1,0,0,3,2,3,2,3,8.867931074227755,0.3060723699614615,0.0512318095547877,241,1.0
0,1,R&D,4,Medical,3367,2,Scientist,192320,14,11,3,1,0,0,1,2,2,3,3,6.112561327561327,0.3087051593066348,0.103826728781999,231,0.0
0,2,Sales,3,Marketing,3368,2,HealthRep,22670,19,7,2,7,0,7,3,1,3,2,3,7.581857142857143,0.3039250090087877,0.0301276794125694,245,0.0979591836734693
0,1,R&D,4,Medical,3369,1,Scientist,195170,13,20,5,18,2,17,4,1,3,3,3,10.6526492194674,0.3175329635778137,0.0601811825811071,242,1.0
0,1,R&D,3,LifeSci,3370,2,HealthRep,24360,13,16,3,11,3,9,3,3,3,1,3,7.097545913682278,0.3063502676016319,0.097221651044047,242,0.0041322314049586
1,1,R&D,3,LifeSci,3371,2,Scientist,160640,15,1,3,1,0,0,4,2,4,3,3,10.619414845173043,0.2937545953971527,0.0616446068640983,244,1.0
1,1,R&D,3,LifeSci,3372,3,LabTech,27070,11,1,2,1,0,0,1,1,3,3,3,6.091235349273324,0.3134863751870452,0.0613391762054743,237,0.0
0,1,R&D,4,LifeSci,3373,4,ResearchDir,190680,12,10,1,9,8,5,4,4,1,3,3,8.301600877192982,0.2763467650233082,0.0593623803823748,228,0.8552631578947368
0,2,Sales,3,Marketing,3374,1,Scientist,39310,19,3,2,1,0,0,4,2,3,2,3,8.097030092592593,0.315135703535712,0.0755896237244601,240,0.6083333333333333
0,1,R&D,3,LifeSci,3375,4,LabTech,37300,25,8,4,8,6,3,3,1,4,3,4,7.91362037037037,0.2897608996884151,0.0655819486897442,240,0.375
1,1,R&D,3,Medical,3376,3,SalesExec,22320,12,16,2,16,3,7,3,4,3,3,3,9.800581847279378,0.3159670527650291,0.0589692480937582,243,1.0
0,1,R&D,4,Medical,3377,4,MfgDir,44650,13,6,3,5,1,4,2,4,3,3,3,6.017222222222222,0.2917405436745524,0.0852887335106087,242,0.0
1,1,Sales,4,Marketing,3378,3,HR,30720,14,17,3,14,11,7,1,3,1,2,3,6.330157367668098,0.306405426855557,0.0672366291692828,233,0.0
0,0,R&D,1,LifeSci,3379,2,SalesExec,33190,12,9,3,9,0,8,3,2,2,3,3,6.322636514719848,0.2966347398174015,0.0681937581700121,234,0.0
0,2,R&D,1,LifeSci,3380,1,SalesRep,192020,12,3,5,3,0,2,3,4,3,3,3,7.60241769547325,0.3032975687270314,0.0554575685171843,243,0.0905349794238683
0,1,HR,3,HR,3381,3,LabTech,136750,15,5,5,5,1,0,3,3,3,2,3,6.378281174187288,0.3111814237836431,0.0450637115179444,229,0.0
0,1,R&D,4,Other,3382,1,LabTech,29110,17,26,3,9,7,8,4,4,2,3,3,6.9786098820059,0.3057471514882867,0.0499420012199239,226,0.0
1,1,Sales,2,Medical,3383,4,SalesExec,59570,14,7,2,1,0,0,4,3,3,1,3,7.469917874396136,0.2967852378454449,0.0608916046657028,230,0.0347826086956521
0,1,R&D,3,Tech,3384,1,Manager,39200,16,22,3,17,15,2,3,3,4,3,3,6.521732026143791,0.3120862436822641,0.0768661631247511,238,0.0
0,1,Sales,4,Marketing,3385,1,SalesExec,64340,14,10,3,8,7,7,3,3,4,2,3,8.00522126022126,0.3025083205966459,0.0743366775179622,231,0.4891774891774891
0,0,Sales,3,LifeSci,3386,2,ResearchDir,100480,23,6,2,5,1,3,3,4,3,3,4,8.0829113018598,0.286372496522526,0.0656833876579033,233,0.5836909871244635
0,1,Sales,2,LifeSci,3387,2,HealthRep,109380,14,12,2,10,0,8,4,4,3,1,3,7.335469995311768,0.3001850281416214,0.0525490473862537,237,0.0253164556962025
0,1,Sales,1,Marketing,3388,2,Scientist,23400,11,9,2,8,0,7,3,3,3,2,3,6.500826086956522,0.2848956566031059,0.0605202719830083,230,0.0
1,0,R&D,4,LifeSci,3389,1,HR,65450,15,22,2,1,0,0,2,2,2,3,3,9.51064351851852,0.2937527477241042,0.0576460615553006,240,1.0
0,2,R&D,4,LifeSci,3390,3,SalesExec,69310,11,20,3,19,2,7,3,3,4,3,3,10.079049886621316,0.3079862509820547,0.0562393311117277,245,1.0
0,0,Sales,1,LifeSci,3391,2,Scientist,48980,13,12,3,7,0,7,1,4,3,3,3,6.825506822612087,0.3006607479559241,0.0613778307781174,228,0.0
1,0,R&D,4,Medical,3392,2,Scientist,25930,21,4,2,3,1,2,3,1,3,3,4,8.19732426303855,0.3073978731331224,0.0727110179040496,245,0.726530612244898
0,0,Sales,3,Other,3393,4,ResearchDir,194360,19,10,4,10,6,0,4,3,3,3,3,7.882856461611826,0.293982830126235,0.0745941315320731,233,0.351931330472103
1,1,HR,5,LifeSci,3394,1,SalesExec,27230,11,3,2,0,0,0,4,1,3,2,3,10.325031380753138,0.2795027474421123,0.0677497451642181,239,1.0
0,1,R&D,2,Tech,3395,2,LabTech,34790,12,5,3,3,0,2,2,4,3,3,3,7.481684861717613,0.2916554369980743,0.0971703987741539,229,0.0436681222707423
0,1,R&D,1,Medical,3396,3,HealthRep,27940,19,8,2,5,0,2,4,4,3,3,3,7.010718351548269,0.2959744303704451,0.0851919742225298,244,0.0
0,1,Sales,1,LifeSci,3397,1,MfgDir,52490,21,32,2,5,1,3,4,4,2,2,4,7.387503457814661,0.2744428084668399,0.0482569290782489,241,0.0165975103734439
0,2,Sales,3,Marketing,3398,2,HR,21760,14,6,2,6,1,2,3,2,3,2,3,8.979737458977963,0.2820605425800327,0.049121714701163,237,1.0
0,2,Sales,3,Other,3399,1,LabTech,168720,15,21,2,18,0,11,1,3,4,3,3,7.864643347050754,0.3025094911069563,0.0646315384940559,243,0.3292181069958848
0,1,R&D,4,Other,3400,2,MfgDir,34850,17,4,2,2,2,2,3,2,3,3,3,7.098894604481024,0.3005264915198727,0.0694207600167977,243,0.0
0,0,Sales,3,Medical,3401,1,SalesExec,66440,12,9,3,9,0,8,4,1,3,4,3,8.706717171717171,0.2964088470774575,0.0719297792878311,242,0.9917355371900828
0,1,Sales,4,Medical,3402,2,Scientist,55820,16,9,3,9,0,7,4,4,3,3,3,8.010337713231905,0.2658638382663424,0.0640680653128559,241,0.5518672199170125
1,1,Sales,3,LifeSci,3403,2,HealthRep,40000,12,7,5,5,0,1,1,3,3,2,3,10.491258309591643,0.2982183481754317,0.0606650032860062,234,1.0
0,1,R&D,3,Tech,3404,2,SalesExec,134960,18,22,3,12,1,5,4,3,3,3,3,9.487657367668096,0.2939883463369421,0.0604329166952505,233,1.0
0,2,R&D,3,Tech,3405,1,MfgDir,32100,17,3,5,2,0,2,3,3,2,2,3,7.685276585598473,0.2915233130398327,0.0672432835500532,233,0.1287553648068669
0,1,R&D,3,Medical,3406,3,HR,190450,11,13,2,8,0,7,4,3,3,3,3,6.92137741046832,0.2920895711099927,0.0689148566199416,242,0.0
0,1,Sales,3,LifeSci,3407,1,HealthRep,118490,16,5,3,4,3,2,4,3,3,3,3,6.585990860990861,0.3129141049670733,0.0529374867817083,231,0.0
1,1,Sales,3,Medical,3408,3,HealthRep,20700,13,5,1,4,0,2,3,2,1,2,3,9.321214551371456,0.3091907004290594,0.0736644019727197,239,1.0
0,2,R&D,2,Tech,3409,2,SalesExec,65020,12,4,3,4,0,3,3,1,3,3,3,6.309143614568926,0.2917839074000161,0.063749104586395,241,0.0
0,0,Sales,4,Other,3410,2,Manager,32300,12,0,3,0,0,0,2,4,3,3,3,6.325607126113455,0.3297072427487209,0.0806820358583392,237,0.0
0,1,Sales,3,Medical,3411,1,LabTech,136030,13,22,2,10,0,8,3,3,3,3,3,6.599765051395008,0.3049628389099711,0.0336351579420357,227,0.0
0,1,R&D,4,Medical,3412,1,MfgDir,119960,19,16,3,16,10,1,3,3,2,3,3,9.599074074074077,0.2883886749206849,0.0569476452397193,231,1.0
0,1,R&D,3,LifeSci,3413,5,HealthRep,56050,12,9,0,8,1,7,2,1,2,2,3,10.12023422787194,0.3030161668075057,0.0811008883074671,236,1.0
1,1,R&D,2,LifeSci,3414,2,Scientist,63970,17,1,3,1,0,0,4,1,3,3,3,8.318101053639847,0.3071961443309876,0.0813303196665665,232,0.8448275862068966
1,2,R&D,4,Medical,3415,1,SalesExec,191440,11,4,3,3,1,2,2,2,3,3,3,7.586698542805101,0.3038818967620477,0.0569013786887696,244,0.0942622950819672
0,1,Sales,3,Marketing,3416,2,Scientist,175840,20,8,2,8,1,3,4,4,3,3,4,7.900064279155187,0.3071891539389765,0.0695905958255694,242,0.359504132231405
0,1,R&D,3,Other,3417,2,SalesRep,49070,21,4,2,4,1,1,2,1,2,3,4,7.311087006427916,0.2973632348508088,0.0657623206800599,242,0.0082644628099173
0,1,HR,4,Medical,3418,2,SalesExec,45540,11,19,3,2,2,2,1,3,3,3,3,8.020512117055326,0.2871846718211323,0.054604544826646,243,0.5185185185185185
0,1,Sales,3,Medical,3419,1,ResearchDir,54150,11,27,1,15,4,8,3,3,3,3,3,6.495245821042281,0.3029371010246947,0.0768504302451533,226,0.0
0,1,R&D,3,LifeSci,3420,2,Scientist,47410,16,8,3,2,2,1,4,3,3,3,3,6.910598108747045,0.3052118483041778,0.0670122648032052,235,0.0
0,1,Sales,3,LifeSci,3421,3,HR,21150,18,21,3,21,11,8,4,4,3,4,3,7.142438136826783,0.2943464206856933,0.0918614562916887,229,0.0
0,1,R&D,3,LifeSci,3422,2,HR,31610,13,4,0,3,2,2,1,4,3,3,3,7.307331871345029,0.3025643237099859,0.0641222729563091,228,0.0087719298245614
0,1,Sales,3,Medical,3423,5,SalesExec,57450,17,3,4,3,1,2,2,4,2,3,3,6.875793816829383,0.3170363805503752,0.0421203082247832,239,0.0
0,1,R&D,4,Other,3424,1,Scientist,23730,14,21,3,1,0,0,4,3,4,4,3,8.011233237547891,0.2943796152069367,0.0874904203974699,232,0.5129310344827587
0,1,Sales,3,Medical,3425,2,SalesExec,33100,22,8,3,1,0,0,1,4,3,4,4,6.232089218455744,0.2954086130292207,0.0544975819440242,236,0.0
0,1,R&D,4,Medical,3426,5,LabTech,186650,12,30,3,5,4,3,3,4,3,2,3,10.12087725546059,0.2839024744791014,0.0606540320970208,234,1.0
1,1,Sales,3,Marketing,3427,2,LabTech,44850,11,15,2,1,0,0,1,2,1,4,3,6.598324879227054,0.3002657034871432,0.0556232375090081,230,0.0
0,2,R&D,2,LifeSci,3428,2,SalesExec,27890,13,17,2,8,6,7,3,2,3,2,3,8.596978723404256,0.3039560621049603,0.0626240456667865,235,0.9829787234042552
0,0,R&D,1,LifeSci,3429,2,Scientist,58280,13,21,0,21,5,10,2,3,3,3,3,6.30266713747646,0.2955359850161968,0.0711430851186332,236,0.0
0,1,R&D,2,Other,3430,1,LabTech,23260,14,19,3,1,0,0,2,4,3,4,3,8.40627304964539,0.2905643638683154,0.0681556500731716,235,0.9191489361702128
1,0,R&D,1,LifeSci,3431,1,MfgDir,135250,17,7,4,2,2,2,2,1,3,2,3,7.708031148303115,0.3168257864117886,0.0711694016735754,239,0.1673640167364016
1,1,R&D,4,Medical,3432,4,HR,14200,13,33,2,32,6,9,1,4,3,4,3,6.012140661938535,0.2892241294979887,0.06339973947972,235,0.0
0,1,R&D,3,LifeSci,3433,1,HealthRep,80200,11,23,2,12,11,11,4,4,3,3,3,10.903012646793137,0.3027122014582765,0.0603619463727908,246,1.0
0,0,HR,2,LifeSci,3434,1,LabTech,36880,11,19,3,18,0,13,4,3,3,2,3,6.484585106382978,0.3095957344916592,0.0887083872730492,235,0.0
1,1,Sales,4,Tech,3435,4,SalesExec,54820,18,18,3,17,15,14,3,1,3,3,3,7.800405282331512,0.3148456455240209,0.0494894286351803,244,0.2622950819672131
0,2,Sales,3,Marketing,3436,1,SalesExec,160150,11,21,3,21,2,8,4,1,3,4,3,10.801917009602194,0.2815752646080207,0.0780559006710601,243,1.0
0,0,Sales,2,Tech,3437,5,SalesRep,12000,11,3,3,2,2,2,2,4,2,3,3,7.580263830776384,0.2853948531568854,0.0518564582156717,239,0.0669456066945606
0,1,R&D,2,Other,3438,1,HR,56610,12,26,2,9,1,1,4,4,4,2,3,7.386112268518519,0.2820436739796179,0.0521055503388743,240,0.0125
0,0,R&D,3,Medical,3439,2,Manager,69290,20,10,6,8,7,7,4,3,3,1,4,7.17957300275482,0.3030405233372967,0.0488733351208881,242,0.0
0,1,Sales,4,Marketing,3440,2,ResearchDir,96130,12,16,5,15,0,9,2,4,2,2,3,7.107705365622032,0.3012940809427974,0.0532146064735584,234,0.0
0,1,R&D,3,LifeSci,3441,2,Scientist,56740,12,14,6,6,0,4,2,4,1,3,3,8.113466235632185,0.2991147675345718,0.0933163509310861,232,0.6681034482758621
